CdStationMesureEauxSurface;LbStationMesureEauxSurface;CdPointEauxSurf;DateDebutOperationPrelBio;CdSupport;LbSupport;DtProdResultatBiologique;HeureResultat;CdParametreResultatBiologique;LbLongParametre;ResIndiceResultatBiologique;CdUniteMesure;SymUniteMesure;CdRqIndiceResultatBiologique;MnemoRqAna;CdMethEval;RefOperationPrelBio;CdProducteur;NomProducteur;CdAccredRsIndiceResultatBiologique;MnAccredRsIndiceResultatBiologique
02096500;L'ISCH À WOLFSKIRCHEN;001;2020-07-03;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.3759;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083111;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02096500;L'ISCH À WOLFSKIRCHEN;001;2021-08-11;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.5941;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089917;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02096520;L'OTTERBACH À DIEDENDORF;002;2021-08-11;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.217;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089918;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02096645;LE NAUBACH À BELLES-FORETS;003;2020-05-21;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.0569;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7082960;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02096900;LA SARRE À KESKASTEL;011;2020-07-02;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.5238;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083112;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02096900;LA SARRE À KESKASTEL;011;2021-08-12;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.3789;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089919;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02096975;LA MODERBACH À HOLVING;002;2021-08-12;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.198;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089920;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02096990;LA RODE À SARRALBE;009;2020-07-02;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.3332;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083113;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02097000;L'ALBE À SARRALBE;003;2020-07-02;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.4876;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083114;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02097000;L'ALBE À SARRALBE;003;2021-08-12;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.3284;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089921;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02098100;L'EICHEL À FROHMUHL;002;2020-07-03;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.2374;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083115;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02098200;L'EICHEL À WALDHAMBACH;001;2020-07-02;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.23;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083116;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02098200;L'EICHEL À WALDHAMBACH;001;2021-08-11;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.3629;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089922;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02098800;L'EICHEL À OERMINGEN;002;2020-07-01;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.4662;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083117;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02098800;L'EICHEL À OERMINGEN;002;2021-08-12;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.5106;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089923;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02098980;LE SCHWARZBACH À WIESVILLER;008;2021-06-09;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.0829;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089924;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02099550;LE STEINBACH À REMELFING;003;2021-08-17;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089925;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02099800;LA BLIES À BLIES-GUERSVILLER;003;2020-07-01;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.5766;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083118;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02099800;LA BLIES À BLIES-GUERSVILLER;003;2021-08-17;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.594;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089926;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02100100;L'ALTWIESENBACH À SARREGUEMINES (WELFERDING);003;2021-08-17;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.2473;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089927;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02100603;LA HORN À WALDHOUSE;011;2020-07-01;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.4203;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083119;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02100603;LA HORN À WALDHOUSE;011;2021-08-03;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.346;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089928;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02100830;LE SCHWALBACH À LOUTZVILLER;005;2020-07-01;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.3463;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083120;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02100830;LE SCHWALBACH À LOUTZVILLER;005;2021-08-03;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.4863;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089929;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02101050;LA ROSSELLE À MACHEREN;011;2020-07-28;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.0095;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083121;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02101050;LA ROSSELLE À MACHEREN;011;2021-08-19;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089930;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02103800;LA ROSSELLE À PETITE-ROSSELLE;014;2020-07-10;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.0217;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083122;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02103800;LA ROSSELLE À PETITE-ROSSELLE;014;2021-08-18;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089931;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02103850;LA BISTEN À CREUTZWALD;002;2020-07-10;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.0397;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083123;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02103850;LA BISTEN À CREUTZWALD;002;2021-08-19;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089932;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02103950;LA NIED ALLEMANDE À PONTPIERRE;013;2020-07-28;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.2135;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083124;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02103950;LA NIED ALLEMANDE À PONTPIERRE;013;2021-08-19;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.0518;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089933;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02104000;LA NIED ALLEMANDE À GUINGLANGE;003;2020-07-28;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.548;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083125;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02104000;LA NIED ALLEMANDE À GUINGLANGE;003;2021-08-19;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.46;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089934;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02104400;LA NIED FRANCAISE À BAUDRECOURT;002;2020-07-07;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.2065;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083126;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02104400;LA NIED FRANCAISE À BAUDRECOURT;002;2021-08-10;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.0798;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089935;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02105000;LA NIED FRANCAISE À PONTIGNY;003;2020-07-09;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.438;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083127;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02105000;LA NIED FRANCAISE À PONTIGNY;003;2021-08-19;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.5747;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089936;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02106430;LE REMEL À NEUNKIRCHEN-LES-BOUZONVILLE;004;2020-07-09;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.6561;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083128;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02106430;LE REMEL À NEUNKIRCHEN-LES-BOUZONVILLE;004;2021-08-18;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.7534;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089937;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02106665;LE RUISSEAU DE SAUVILLE À SAUVILLE;003;2021-08-06;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.2583;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089940;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02106750;LE MOUZON À VILLARS;013;2020-07-21;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.7851;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083131;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02106750;LE MOUZON À VILLARS;013;2021-08-05;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.8109;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089941;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02106800;LA SAÔNNELLE À VILLOUXEL;002;2020-07-21;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.286;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083132;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02106800;LA SAÔNNELLE À VILLOUXEL;002;2021-08-05;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.4186;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089942;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02106850;LE VAIR À BELMONT-SUR-VAIR;002;2020-07-15;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.4165;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083133;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02106850;LE VAIR À BELMONT-SUR-VAIR;002;2021-08-06;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.2845;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089943;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02106862;LE VAIR À VOUXEY;002;2021-08-04;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.5658;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089944;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02106900;LE VAIR À SOULOSSE;014;2020-07-22;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.652;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083134;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02106900;LE VAIR À SOULOSSE;014;2021-08-05;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.753;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089945;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02107600;L'AROFFE À AROFFE;002;2021-08-04;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.2933;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089947;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
06000990;SAONE A BELRUPT ;007;2019-06-12;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.738;214;n;1;Résultat > seuil de quantification et < au seuil de saturation;1.0.5;626655;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;1;Analyse réalisée sous accréditation
06000990;SAONE A BELRUPT ;007;2020-07-15;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.681;214;n;1;Résultat > seuil de quantification et < au seuil de saturation;1.0.6;696366;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;1;Analyse réalisée sous accréditation
06000990;SAONE A BELRUPT ;007;2021-08-30;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.77;214;n;1;Résultat > seuil de quantification et < au seuil de saturation;1.0.6;734883;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;1;Analyse réalisée sous accréditation
06000990;SAONE A BELRUPT ;007;2022-07-13;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.7;214;n;1;Résultat > seuil de quantification et < au seuil de saturation;1.0.6;790605;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;1;Analyse réalisée sous accréditation
06000998;SAONE A MONTHUREUX-SUR-SAONE 2;005;2019-06-12;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.667;214;n;1;Résultat > seuil de quantification et < au seuil de saturation;1.0.5;626697;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;1;Analyse réalisée sous accréditation
06000998;SAONE A MONTHUREUX-SUR-SAONE 2;005;2020-07-15;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.459;214;n;1;Résultat > seuil de quantification et < au seuil de saturation;1.0.6;696513;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;1;Analyse réalisée sous accréditation
06001312;CONEY A URIMENIL 2;002;2021-07-11;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.542;214;n;1;Résultat > seuil de quantification et < au seuil de saturation;1.0.6;795487;20003436100077;COMMUNAUTE D AGGLOMERATION D EPINAL;1;Analyse réalisée sous accréditation
06001313;CONEY A URIMENIL 3;002;2021-07-11;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.312;214;n;1;Résultat > seuil de quantification et < au seuil de saturation;1.0.6;795488;20003436100077;COMMUNAUTE D AGGLOMERATION D EPINAL;1;Analyse réalisée sous accréditation
06001314;CONEY A URIMENIL 4;002;2021-07-11;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.528;214;n;1;Résultat > seuil de quantification et < au seuil de saturation;1.0.6;795489;20003436100077;COMMUNAUTE D AGGLOMERATION D EPINAL;1;Analyse réalisée sous accréditation
06001316;CONEY A URIMENIL 5;002;2021-07-11;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.593;214;n;1;Résultat > seuil de quantification et < au seuil de saturation;1.0.6;795490;20003436100077;COMMUNAUTE D AGGLOMERATION D EPINAL;1;Analyse réalisée sous accréditation
06091100;RUISSEAU DE CONE A UZEMAIN;003;2019-06-13;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.672;214;n;1;Résultat > seuil de quantification et < au seuil de saturation;1.0.5;626768;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;1;Analyse réalisée sous accréditation
06091100;RUISSEAU DE CONE A UZEMAIN;003;2020-08-12;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.766;214;n;1;Résultat > seuil de quantification et < au seuil de saturation;1.0.6;696676;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;1;Analyse réalisée sous accréditation
06408800;AUGRONNE A PLOMBIERES-LES-BAINS ;006;2019-06-13;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.76;214;n;1;Résultat > seuil de quantification et < au seuil de saturation;1.0.5;626727;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;1;Analyse réalisée sous accréditation
06408800;AUGRONNE A PLOMBIERES-LES-BAINS ;006;2020-08-04;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.86;214;n;1;Résultat > seuil de quantification et < au seuil de saturation;1.0.6;739639;13000901200019;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT BOURGOGNE-FRANCHE-COMTE (DREAL);1;Analyse réalisée sous accréditation
06408800;AUGRONNE A PLOMBIERES-LES-BAINS ;006;2021-08-31;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.89;214;n;1;Résultat > seuil de quantification et < au seuil de saturation;1.0.6;735092;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;1;Analyse réalisée sous accréditation
06408800;AUGRONNE A PLOMBIERES-LES-BAINS ;006;2022-06-10;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.79;214;n;1;Résultat > seuil de quantification et < au seuil de saturation;1.0.6;790803;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;1;Analyse réalisée sous accréditation
06455540;SUARCINE A MONTREUX-VIEUX ;003;2021-09-02;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.315;214;n;1;Résultat > seuil de quantification et < au seuil de saturation;1.0.6;735155;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;1;Analyse réalisée sous accréditation
